_event_id,_day_of_week,_start_time,_end_time,_weeks,_break_mins,_spanName,_event_catName,_tag1,_tag2,_capacity_req,_deptName,_global_event,_protected,_suspended,_grouping_id,_registers_req,_lock,_resType,_resName,_resWeeks,_layoutName,_scheduling_status,_quantity
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  6,,,,
10057,Wed,16:00,17:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGBU 1006,,,,
,,,,,,,,,,,,,,,,,,Group,FSA 2010 Sem 2,,,,
,,,,,,,,,,,,,,,,,,Room,FFA E,,,,
9998,Fri,09:00,10:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 0200,,,,
,,,,,,,,,,,,,,,,,,Group,FSA 2010 Sem 2,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,,,
9960,Mon,11:00,12:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1105,,,,
,,,,,,,,,,,,,,,,,,Room,FFA W,,,,
9968,Wed,17:00,19:00,22-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 2002,,,,
,,,,,,,,,,,,,,,,,,Staff,"MIDEROS,Diego",,,,
,,,,,,,,,,,,,,,,,,Room,ENG 105,,,,
9952,Wed,13:00,14:00,22-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1210,,,,
,,,,,,,,,,,,,,,,,,Room,TLC TR8,,,,
9902,Wed,13:00,14:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1105,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SB5,,,,
9886,Fri,16:00,17:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,THEA 0506,,,,
,,,,,,,,,,,,,,,,,,Room,FHE DCFA A   Lecture Room II,,,,
9865,Mon,12:00,13:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 2507,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T4,,,,
9835,Mon,12:00,13:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 0200,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 22,,,,
9779,Wed,12:00,13:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1101,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 106,,Classroom,,
9817,Wed,12:00,13:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1105,,,,
,,,,,,,,,,,,,,,,,,Room,SAC Meeting Room 3 (CR74),,,,
9122,Wed,09:00,10:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CVNG 1001,,,,
,,,,,,,,,,,,,,,,,,Staff,"NARINESINGH,Pramenath",,,,
,,,,,,,,,,,,,,,,,,Staff,"CHAKRABARTI,D.",,,,
,,,,,,,,,,,,,,,,,,Room,ENG 8,,,,
9123,Thu,08:00,09:00,21,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CVNG 1001,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 105,,,,
9716,Fri,08:00,09:00,"22,24,26,28,30,32",0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 1362,,,,
,,,,,,,,,,,,,,,,,,Group,FSA 2010 Sem 2,,,,
,,,,,,,,,,,,,,,,,,Room,FFA D,,,,
8448,Thu,17:00,18:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,HIST 1001,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 A,,,,
9694,Mon,13:00,14:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1105,,,,
,,,,,,,,,,,,,,,,,,Room,FFA W,,,,
9708,Wed,11:00,12:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1105,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SB1,,,,
9230,Tue,15:00,16:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECNG 3022,,,,
,,,,,,,,,,,,,,,,,,Staff,"GANNESS,Marcus",,,,
,,,,,,,,,,,,,,,,,,Room,ENG 5,,,,
9396,Wed,13:00,16:00,21-33,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MENG 3014,,,,
,,,,,,,,,,,,,,,,,,Staff,"CHOWDARY,Boppana",,,,
,,,,,,,,,,,,,,,,,,Room,ENG Lecture Room 4,,Lecture Room,,
5699,Wed,16:00,17:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 2101,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
5539,Tue,16:00,17:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 2203,,,,
,,,,,,,,,,,,,,,,,,Group,FHE 2013,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T2,,,,
5552,Wed,16:00,17:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 2510,,,,
,,,,,,,,,,,,,,,,,,Group,FHE 2013,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T3,,,,
5553,Tue,16:00,17:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 2510,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  4,,,,
5554,Tue,17:00,18:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 2510,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  4,,Tutorial Room,,
5494,Mon,11:00,12:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 1002,,,,
,,,,,,,,,,,,,,,,,,Group,FHE 2013,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T3,,,,
5495,Mon,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 1002,,,,
,,,,,,,,,,,,,,,,,,Group,FHE 2013,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T3,,,,
5500,Tue,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 1201,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
5501,Tue,11:00,12:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 1201,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
5502,Tue,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 1201,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
4877,Thu,11:00,12:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 2001,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SB2,,Classroom,,
4830,Tue,15:00,16:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,HIST 2005,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T5,,,,
4831,Thu,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,HIST 2005,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SB1,,Classroom,,
4825,Tue,13:00,14:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,HIST 2003,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T4,,,,
4885,Wed,15:00,16:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 2101,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
5545,Fri,17:00,18:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 2307,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 A,,,,
5547,Fri,18:00,19:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LITS 2307,,,,
,,,,,,,,,,,,,,,,,,Room,FHE 314 A,,,,
5703,Mon,09:00,10:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ACCT 1002,,,,
,,,,,,,,,,,,,,,,,,Room,SAC Meeting Room 1 (CR72),,,,
5705,Mon,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ACCT 1002,,,,
,,,,,,,,,,,,,,,,,,Room,SAC Meeting Room 1 (CR72),,,,
5706,Mon,11:00,12:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ACCT 1002,,,,
,,,,,,,,,,,,,,,,,,Room,SAC Meeting Room 1 (CR72),,,,
5707,Mon,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ACCT 1002,,,,
,,,,,,,,,,,,,,,,,,Room,SAC Meeting Room 1 (CR72),,,,
5720,Mon,09:00,10:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1210,,,,
,,,,,,,,,,,,,,,,,,Room,TLC TR8,,Tutorial Room,,
5723,Wed,18:00,19:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1210,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 107,,Classroom,,
5729,Mon,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1210,,,,
,,,,,,,,,,,,,,,,,,Room,TLC TR5,,,,
5730,Mon,16:00,17:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1210,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T4,,Tutorial Room,,
5742,Thu,11:00,12:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1210,,,,
,,,,,,,,,,,,,,,,,,Room,TLC TR7,,,,
5745,Sat,09:00,10:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FOUN 1210,,,,
,,,,,,,,,,,,,,,,,,Room,FST C2,,,,
5973,Sat,09:00,10:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 101 E,,,,
5979,Wed,15:00,16:00,2-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,ECON 2002,,,,
,,,,,,,,,,,,,,,,,,Group,FSS,,,,
,,,,,,,,,,,,,,,,,,Room,FSS 100 E,,,,
4863,Mon,11:00,12:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 1002,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  6,,,,
4864,Mon,16:00,17:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 1002,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  5,,,,
4866,Mon,17:00,18:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,LING 1002,,,,
,,,,,,,,,,,,,,,,,,Room,FHE SB4,,,,
951,Fri,15:00,16:00,6-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGBU 1005,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA W,,,,
932,Tue,16:00,17:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGSL 1001,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soil Chemistry Lab,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soils Physics Lab,,,,
924,Tue,16:00,17:00,6-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGBU 1005,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA E,,,,
906,Tue,15:00,16:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 1142,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 114,,Classroom,,
909,Tue,16:00,17:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 1152,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,,,
911,Mon,15:00,16:00,5-12,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 1221,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 412,,,,
914,Tue,15:00,16:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGSL 1001,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soil Chemistry Lab,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soils Physics Lab,,,,
880,Wed,14:00,15:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 1142,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 412,,,,
876,Wed,14:00,15:00,6-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGBU 1005,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 21,,,,
873,Wed,14:00,15:00,"3,5,7,9,11,13",0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 1262,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 114,,,,
866,Thu,08:00,09:00,"3,5,7,9,11,13",0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,OPTM 1051,,,,
,,,,,,,,,,,,,,,,,,Room,TLC TR5,,Tutorial Room,,
867,Tue,13:00,14:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 0100,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 21,,,,
854,Fri,15:00,16:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGSL 1001,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soil Chemistry Lab,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soils Physics Lab,,,,
849,Wed,15:00,16:00,"3,5,7,9,11,13",0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 1262,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 114,,,,
851,Wed,15:00,16:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 0100,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 21,,,,
817,Wed,16:00,17:00,6-8,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGBU 1005,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 22,,,,
840,Mon,08:00,09:00,3-8,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 0100,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 22,,,,
811,Tue,12:00,13:00,"3,5,7,11,13",0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 1262,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 33,,,,
815,Wed,16:00,17:00,"3,5,7,9,11,13",0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 1262,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 114,,,,
831,Wed,16:00,17:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 0100,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 33,,,,
832,Wed,15:00,16:00,6-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGBU 1005,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA X,,,,
791,Fri,16:00,17:00,5-12,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 1221,,,,
,,,,,,,,,,,,,,,,,,Room,FST 413,,,,
800,Tue,14:00,15:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 1600,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,,,
805,Tue,12:00,13:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1062,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,,,
787,Tue,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 3570,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSW,,,,
769,Wed,17:00,18:00,6-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGBU 1005,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA C,,,,
762,Tue,11:00,12:00,"3,5,7",0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 1262,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 23,,,,
758,Fri,12:00,13:00,2-8,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 2165,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 23,,,,
699,Fri,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 2370,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,,,
738,Tue,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 2200,,,,
,,,,,,,,,,,,,,,,,,Module,INFO 2425,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 33,,,,
466,Mon,13:00,14:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 1142,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 114,,,,
469,Mon,13:00,14:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 3268,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,LRC T2,,,,
482,Mon,13:00,14:00,6-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGBU 1005,,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 0201,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA E,,,,
483,Wed,09:00,10:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGSL 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soil Chemistry Lab,,,,
531,Fri,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGCP 2000,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA C,,,,
525,Mon,15:00,16:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 0100,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,Lecture Room,,
522,Thu,16:00,17:00,6-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGBU 1005,,,,
,,,,,,,,,,,,,,,,,,Room,FFA E,,,,
516,Mon,15:00,16:00,6-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGBU 1005,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA E,,,,
518,Thu,16:00,17:00,"3,5,7,9,11,13",0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 1262,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST C2,,,,
387,Mon,12:00,13:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1066,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 32,,,,
405,Mon,12:00,13:00,6-14,,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGBU 1005,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA X,,,,
446,Fri,08:00,09:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1066,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSW,,,,
437,Fri,08:00,09:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 1152,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 21,,,,
426,Thu,08:00,09:00,3-8,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1066,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 23,,,,
427,Mon,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGSL 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soil Chemistry Lab,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soils Physics Lab,,,,
428,Fri,08:00,09:00,3-8,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1062,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 22,,,,
416,Mon,12:00,13:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 0100,,,,
,,,,,,,,,,,,,,,,,,Room,FST C3,,,,
414,Fri,08:00,09:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 0100,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,ENG 105,,Classroom,,
675,Tue,08:00,09:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 3575,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSE,,,,
677,Thu,09:00,10:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 1142,,,,
,,,,,,,,,,,,,,,,,,Room,FST C2,,,,
665,Tue,10:00,11:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1066,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 21,,,,
686,Wed,08:00,09:00,3-8,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1066,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 22,,,,
688,Mon,08:00,09:00,"3-10,12-14",0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1066,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 113,,Classroom,,
659,Thu,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 2370,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 113,,,,
650,Thu,10:00,11:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 2170,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 114,,,,
622,Fri,12:00,13:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,MATH 1152,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 33,,,,
632,Tue,08:00,09:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 2170,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST C2,,,,
633,Fri,12:00,13:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 3564,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TLC TR3,,Tutorial Room,,
640,Tue,08:00,09:00,3-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1066,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 33,,,,
609,Fri,14:00,15:00,2-14,0,,Tutorial,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGSL 1001,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soil Chemistry Lab,,,,
